Sr.No	Round	Institute	Program	Quota	Category	Opening Rank	Closing Rank
466	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE - AI	Home State	OPDFHS	254388	110653
467	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE - AI	Home State	OPNOHS	31355	75797
468	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE - AI	Home State	SCDFHS	1025346	1025346
469	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE - AI	Home State	SCNOHS	281668	383442
470	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE - AI	Other State	OPDFOS	88020	88020
471	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE - AI	Other State	OPNOOS	43093	45333
472	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE - AI	Other State	OPPHOS	578264	578264
473	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE - AI	Other State	SCNOOS	193120	193120
474	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- AIML	Home State	OPDFHS	108653	132807
475	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- AIML	Home State	OPNOHS	18973	70312
476	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- AIML	Home State	OPPHHS	405355	1456807
477	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- AIML	Home State	SCNOHS	181992	359203
478	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- AIML	Home State	STNOHS	760299	760299
479	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- AIML	Other State	OPNOOS	21436	44176
480	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- AIML	Other State	SCNOOS	197693	197693
481	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- AIML	Other State	STNOOS	417624	417624
482	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- DS	Home State	OPDFHS	143416	146882
483	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- DS	Home State	OPNOHS	63592	78986
484	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- DS	Home State	SCNOHS	326421	412038
485	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- DS	Other State	OPNOOS	45508	47032
486	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- DS	Other State	SCNOOS	212919	212919
487	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	CSE- DS	Other State	STNOOS	427148	427148
488	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electrical & Electronics Engineering	Home State	OPDFHS	342636	372286
489	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electrical & Electronics Engineering	Home State	OPNOHS	42786	166235
490	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electrical & Electronics Engineering	Home State	SCNOHS	401196	601193
491	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electrical & Electronics Engineering	Other State	OPNOOS	55242	63746
492	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electrical & Electronics Engineering	Other State	SCNOOS	282605	282605
493	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Comm.- Advance Comm. Technology	Home State	OPDFHS	255584	345667
494	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Comm.- Advance Comm. Technology	Home State	OPNOHS	70740	138808
495	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Comm.- Advance Comm. Technology	Home State	SCNOHS	564432	703817
496	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Comm.- Advance Comm. Technology	Other State	OPNOOS	59218	62917
497	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Comm.- Advance Comm. Technology	Other State	SCNOOS	273101	273101
498	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Comm.- Advance Comm. Technology	Other State	STNOOS	446085	446085
499	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Communication Engineering	Home State	OPDFHS	164724	228643
500	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Communication Engineering	Home State	OPNOHS	56282	113602
501	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Communication Engineering	Home State	OPPHHS	1154095	1154095
502	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Communication Engineering	Home State	SCNOHS	202534	525366
503	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Communication Engineering	Other State	OPNOOS	38632	52199
504	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Communication Engineering	Other State	SCNOOS	245120	245120
505	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics & Communication Engineering	Other State	STNOOS	465822	465822
506	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics Engg.- VLSI Design & Technology	Home State	OPDFHS	279749	326883
507	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics Engg.- VLSI Design & Technology	Home State	OPNOHS	55276	152818
508	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics Engg.- VLSI Design & Technology	Home State	SCNOHS	584688	683130
509	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics Engg.- VLSI Design & Technology	Home State	STNOHS	1248079	1248079
510	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics Engg.- VLSI Design & Technology	Other State	OPNOOS	53709	62004
511	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics Engg.- VLSI Design & Technology	Other State	SCNOOS	247414	247414
512	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Electronics Engg.- VLSI Design & Technology	Other State	STNOOS	609456	609456
513	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Home State	OPDFHS	177633	228318
514	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Home State	OPNOHS	56621	107346
515	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Home State	SCNOHS	421243	522288
516	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Other State	OPDFOS	280603	314060
517	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Other State	OPNOOS	47244	53494
518	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Other State	OPPHOS	733204	776719
519	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Other State	SCNOOS	231473	242413
520	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Other State	STDFOS	842864	842864
521	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Information Technology	Other State	STNOOS	420871	420871
522	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Mechanical Engineering	Home State	OPDFHS	336937	448588
523	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Mechanical Engineering	Home State	OPNOHS	6419	193717
524	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Mechanical Engineering	Home State	SCNOHS	533857	758159
525	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Mechanical Engineering	Other State	OPDFOS	140177	140177
526	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Mechanical Engineering	Other State	OPNOOS	63914	80268
527	Round 1	Maharaja Agrasen Institute of Technology, Sector-22, Rohini, Delhi ā€“ 110085	Mechanical Engineering	Other State	SCNOOS	277679	277679
528	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	All India	NOKMAI	95372	95372
529	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Home State	OPDFHS	285718	181299
530	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Home State	OPNOHS	6832	96135
531	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Home State	OPPHHS	542425	1301768
532	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Home State	SCNOHS	305649	444418
533	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Home State	STNOHS	830181	830181
534	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Other State	OPDFOS	104755	104755
535	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Other State	OPNOOS	18685	54501
536	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Other State	OPPHOS	497035	497035
537	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Other State	SCNOOS	198950	229362
538	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift I)	Other State	STNOOS	476070	476070
539	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift II)	Home State	OPDFHS	184615	189218
540	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift II)	Home State	OPNOHS	96175	103385
541	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift II)	Home State	OPPHHS	842800	842800
542	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift II)	Home State	SCNOHS	106992	481474
543	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift II)	Other State	OPNOOS	38142	55151
544	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift II)	Other State	SCNOOS	229918	229918
545	Round 1	Maharaja Surajmal Institute Technology	Computer Science & Engineering (Shift II)	Other State	STNOOS	508918	508918
546	Round 1	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Home State	OPDFHS	321617	362727
547	Round 1	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Home State	OPNOHS	40772	180485
548	Round 1	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Home State	OPPHHS	814722	814722
549	Round 1	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Home State	SCNOHS	607678	777763
550	Round 1	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Other State	OPDFOS	94583	94583
551	Round 1	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Other State	OPNOOS	68809	72549
552	Round 1	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Other State	SCNOOS	288449	288449
553	Round 1	Maharaja Surajmal Institute Technology	Electrical & Electronics Engineering	Other State	STNOOS	330705	330705
554	Round 1	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift I)	Home State	OPDFHS	199505	286157
555	Round 1	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift I)	Home State	OPNOHS	100021	159917
556	Round 1	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift I)	Home State	SCNOHS	509752	732577
557	Round 1	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift I)	Home State	STNOHS	546824	546824
558	Round 1	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift I)	Other State	OPNOOS	55218	64883
559	Round 1	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift I)	Other State	SCDFOS	325646	325646
560	Round 1	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift I)	Other State	SCNOOS	268997	281675
561	Round 1	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift I)	Other State	STNOOS	513734	513734
562	Round 1	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift II)	Home State	OPDFHS	318198	332856
563	Round 1	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift II)	Home State	OPNOHS	67043	166670
564	Round 1	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift II)	Home State	SCNOHS	678895	768072
565	Round 1	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift II)	Other State	OPNOOS	65188	67464
566	Round 1	Maharaja Surajmal Institute Technology	Electronics & Communication Engineering (Shift II)	Other State	SCNOOS	286851	286851
567	Round 1	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Home State	OPDFHS	193703	228360
568	Round 1	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Home State	OPNOHS	103745	118049
569	Round 1	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Home State	SCNOHS	460550	552224
570	Round 1	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Other State	OPDFOS	168888	168888
571	Round 1	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Other State	OPNOOS	54566	58187
572	Round 1	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Other State	OPPHOS	953220	953220
573	Round 1	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Other State	SCNOOS	234938	251930
574	Round 1	Maharaja Surajmal Institute Technology	Information Technology (Shift I)	Other State	STNOOS	545578	560609
575	Round 1	Maharaja Surajmal Institute Technology	Information Technology (Shift II)	Home State	OPDFHS	228456	235484
576	Round 1	Maharaja Surajmal Institute Technology	Information Technology (Shift II)	Home State	OPNOHS	106834	122124
577	Round 1	Maharaja Surajmal Institute Technology	Information Technology (Shift II)	Home State	SCNOHS	553396	581183
578	Round 1	Maharaja Surajmal Institute Technology	Information Technology (Shift II)	Other State	OPNOOS	58234	59115
579	Round 1	Maharaja Surajmal Institute Technology	Information Technology (Shift II)	Other State	SCNOOS	253057	253057
580	Round 1	Maharaja Surajmal Institute Technology	Information Technology (Shift II)	Other State	STNOOS	590752	590752
581	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Computer Science & Engineering	All India	NOJNAI	146073	840078
582	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Computer Science & Engineering	Home State	OPDFHS	1108060	1108060
583	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Computer Science & Engineering	Home State	OPNOHS	178068	509044
584	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Computer Science & Engineering	Other State	OPNOOS	91367	129906
585	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Computer Science & Engineering	Other State	SCNOOS	317428	317428
586	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Electrical & Electronics Engineering	Home State	OPNOHS	254089	405046
587	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Electrical & Electronics Engineering	Other State	OPNOOS	147862	147862
588	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Electronics & Communication Engineering	Home State	OPNOHS	379519	491507
589	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Electronics & Communication Engineering	Other State	OPNOOS	128979	128979
590	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Electronics & Communication Engineering	Other State	SCNOOS	436402	436402
591	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Information Technology	All India	NOJNAI	1107607	1107607
592	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Information Technology	Home State	OPNOHS	307507	453661
593	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Information Technology	Home State	SCNOHS	809371	809371
594	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Information Technology	Other State	OPNOOS	141723	144300
595	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Mechanical Engineering	Home State	OPNOHS	479537	605889
596	Round 1	Shri Balwant Institute of Technology, Merrut Road (Pallri), Sonipat, NCR Delhi), Haryana (Jain Minority Institute)	Mechanical Engineering	Other State	OPNOOS	153990	156358
597	Round 1	Tribhuvan College, Plot No. 203 & 204, RIICO, New Industrial complex Majrakath, Neemran, Rajasthan - 301705 (Provisional Basis)	B.Tech (AI&ML)	Home State	OPNOHS	202988	603476
598	Round 1	Tribhuvan College, Plot No. 203 & 204, RIICO, New Industrial complex Majrakath, Neemran, Rajasthan - 301705 (Provisional Basis)	B.Tech (AI&ML)	Other State	OPNOOS	86394	160800
599	Round 1	Tribhuvan College, Plot No. 203 & 204, RIICO, New Industrial complex Majrakath, Neemran, Rajasthan - 301705 (Provisional Basis)	B.Tech (AI&ML)	Other State	SCNOOS	483834	483834
600	Round 1	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Computer Science & Engineering	Home State	OPDFHS	917604	939936
601	Round 1	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Computer Science & Engineering	Home State	OPNOHS	39520	496320
602	Round 1	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Computer Science & Engineering	Home State	SCNOHS	992589	1187424
603	Round 1	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Computer Science & Engineering	Other State	OPNOOS	110835	145804
604	Round 1	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Computer Science & Engineering	Other State	SCNOOS	490431	490431
605	Round 1	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Computer Science & Technology	Home State	OPNOHS	177202	571806
606	Round 1	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Computer Science & Technology	Other State	OPNOOS	135754	156524
607	Round 1	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Computer Science & Technology	Other State	SCNOOS	364680	364680
608	Round 1	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Information Technology	Home State	OPNOHS	117860	464282
609	Round 1	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Information Technology	Other State	OPDFOS	196633	196633
610	Round 1	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Information Technology	Other State	OPNOOS	100476	100476
611	Round 1	Trinity Institute of Innovations in Professional Studies, Plot no 2B/1, Knowledge Park - III, Greater Noida, Uttar Pradesh - 2011308	Information Technology	Other State	SCNOOS	343975	343975
612	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-DS)	Home State	BCDFHS	314675	469550
613	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-DS)	Home State	BCNOHS	141953	198119
614	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-DS)	Home State	EWNOHS	117215	138259
615	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-DS)	Home State	OPDFHS	120770	187677
616	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-DS)	Home State	OPNOHS	45547	99067
617	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-DS)	Home State	OPPHHS	974816	974816
618	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-DS)	Home State	SCNOHS	284846	488719
619	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-DS)	Other State	EWNOOS	58143	65475
620	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-DS)	Other State	OPDFOS	584687	584687
621	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-DS)	Other State	OPNOOS	39259	57284
622	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-DS)	Other State	OPPHOS	468159	468159
623	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-DS)	Other State	SCNOOS	85420	190718
624	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-DS)	Other State	STNOOS	531662	589299
625	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-ML)	All India	NOKMAI	98261	98261
626	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-ML)	Home State	BCDFHS	491287	561354
627	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-ML)	Home State	BCNOHS	136953	216282
628	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-ML)	Home State	EWNOHS	107264	139423
629	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-ML)	Home State	OPDFHS	140510	205617
630	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-ML)	Home State	OPNOHS	54882	99476
631	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-ML)	Home State	OPPHHS	1121086	1121086
632	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-ML)	Home State	SCNOHS	212198	498567
633	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-ML)	Home State	STNOHS	514821	514821
634	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-ML)	Other State	EWNOOS	60404	66130
635	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-ML)	Other State	OPDFOS	76352	76352
636	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-ML)	Other State	OPNOOS	44316	56280
637	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-ML)	Other State	OPPHOS	841568	841568
638	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-ML)	Other State	SCNOOS	134123	191777
639	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AI-ML)	Other State	STNOOS	379878	395125
640	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Home State	BCDFHS	809479	952139
641	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Home State	BCNOHS	216827	266730
642	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Home State	EWNOHS	143029	186648
643	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Home State	OPDFHS	211235	296437
644	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Home State	OPNOHS	86822	134028
645	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Home State	SCNOHS	377580	732705
646	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Other State	EWNOOS	72659	74271
647	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Other State	OPNOOS	58852	70630
648	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Other State	SCNOOS	232204	264842
649	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (AR)	Other State	STNOOS	580914	642532
650	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Home State	BCDFHS	857315	947354
651	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Home State	BCNOHS	217101	280264
652	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Home State	EWNOHS	162151	188818
653	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Home State	OPDFHS	281876	326295
654	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Home State	OPNOHS	101426	152135
655	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Home State	SCNOHS	502720	726963
656	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Other State	EWNOOS	76881	78244
657	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Other State	OPDFOS	304050	304050
658	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Other State	OPNOOS	58762	75443
659	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Other State	OPPHOS	1035172	1035172
660	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Other State	SCNOOS	225041	263704
661	Round 1	University School of Automation & Robotics	B.Tech./M. Tech. (DD) (IIOT)	Other State	STNOOS	449820	633615
662	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	All India	NOKMAI	433720	433720
663	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Home State	BCNOHS	325956	457272
664	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Home State	EWNOHS	268489	319166
665	Round 1	University School of Chemical Technology, Sector 16 C, Dwarka, New Delhi - 110078	B. Tech. (Energy)	Home State	OPDFHS	255603	255603
