Sr.No	Round	Institute	Program	Quota	Category	Opening Rank	Closing Rank
698	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Artificial Intelligence & Data Science	Home State	SCNOHS	621257	1215940
699	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Artificial Intelligence & Data Science	Other State	OPDFOS	140177	140177
700	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Artificial Intelligence & Data Science	Other State	OPNOOS	94880	123527
701	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Artificial Intelligence & Data Science	Other State	SCNOOS	351613	390208
702	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Artificial Intelligence & Machine Learning	Home State	OPDFHS	355694	669525
703	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Artificial Intelligence & Machine Learning	Home State	OPNOHS	152955	258306
704	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Artificial Intelligence & Machine Learning	Home State	SCNOHS	541607	1445680
705	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Artificial Intelligence & Machine Learning	Other State	OPDFOS	163822	163822
706	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Artificial Intelligence & Machine Learning	Other State	OPNOOS	102070	125959
707	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Artificial Intelligence & Machine Learning	Other State	OPPHOS	1025758	1025758
708	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Artificial Intelligence & Machine Learning	Other State	SCNOOS	418563	450897
709	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	B. Tech. (Computer Science & Applied Mathematics)	Home State	OPDFHS	471012	808129
710	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	B. Tech. (Computer Science & Applied Mathematics)	Home State	OPNOHS	183060	273283
711	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	B. Tech. (Computer Science & Applied Mathematics)	Home State	SCNOHS	922284	1158542
712	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	B. Tech. (Computer Science & Applied Mathematics)	Other State	OPDFOS	169347	169347
713	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	B. Tech. (Computer Science & Applied Mathematics)	Other State	OPNOOS	111004	132981
714	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	B. Tech. (Computer Science & Applied Mathematics)	Other State	SCNOOS	417967	456858
715	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Computer Science & Engineering	Home State	OPDFHS	341936	435477
716	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Computer Science & Engineering	Home State	OPNOHS	79209	210223
717	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Computer Science & Engineering	Home State	SCNOHS	565164	942965
718	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Computer Science & Engineering	Other State	OPDFOS	102380	102380
719	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Computer Science & Engineering	Other State	OPNOOS	62327	101957
720	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Computer Science & Engineering	Other State	SCDFOS	1337360	1337360
721	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Computer Science & Engineering	Other State	SCNOOS	350425	384266
722	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Computer Science & Engineering	Other State	STNOOS	924082	928899
723	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	CSE (Cyber Security)	Home State	OPDFHS	486411	559547
724	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	CSE (Cyber Security)	Home State	OPNOHS	127345	246079
725	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	CSE (Cyber Security)	Home State	SCNOHS	682777	1415746
726	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	CSE (Cyber Security)	Other State	OPNOOS	83432	102586
727	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	CSE (Cyber Security)	Other State	SCNOOS	438271	438271
728	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Electronics Engg.- VLSI Design & Technology	Home State	OPDFHS	641314	1198988
729	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Electronics Engg.- VLSI Design & Technology	Home State	OPNOHS	206023	335615
730	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Electronics Engg.- VLSI Design & Technology	Other State	OPNOOS	116806	150020
731	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Electronics Engg.- VLSI Design & Technology	Other State	SCNOOS	497393	509932
732	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Industrial Internet of Things	Home State	OPDFHS	883644	951023
733	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Industrial Internet of Things	Home State	OPNOHS	261283	320102
734	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Industrial Internet of Things	Other State	OPNOOS	134520	139630
735	Round 2	Vivekananda Institute of Professional Studies-Technical Campus, AU Block (Outer Ring Road), Pitampura, New Delhi- 110034	Industrial Internet of Things	Other State	SCNOOS	483195	483195
