Sr.No	Round	Institute	Program	Quota	Category	Opening Rank	Closing Rank
161	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Computer Science & Engineering (Shift II)	Other State	SCNOOS	360637	360637
162	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Computer Science & Technology	Home State	OPDFHS	431761	576385
163	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Computer Science & Technology	Home State	OPNOHS	210514	272388
164	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Computer Science & Technology	Home State	SCNOHS	544010	1259174
165	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Computer Science & Technology	Other State	OPNOOS	93816	112421
166	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Computer Science & Technology	Other State	SCNOOS	419989	419989
167	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Computer Science and Technology (II Shift)	Home State	OPDFHS	678183	735648
168	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Computer Science and Technology (II Shift)	Home State	OPNOHS	247360	304322
169	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Computer Science and Technology (II Shift)	Other State	OPDFOS	154261	154261
170	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Computer Science and Technology (II Shift)	Other State	OPNOOS	115123	120170
171	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Computer Science and Technology (II Shift)	Other State	SCNOOS	418400	418400
172	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Electronics & Communication Engineering (Shift I)	Home State	OPDFHS	738499	900598
173	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Electronics & Communication Engineering (Shift I)	Home State	OPNOHS	253877	335103
174	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Electronics & Communication Engineering (Shift I)	Other State	OPNOOS	99215	136324
175	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Electronics & Communication Engineering (Shift I)	Other State	SCNOOS	462758	462758
176	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Electronics & Communication Engineering (Shift II)	Home State	OPDFHS	1196044	1196044
177	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Electronics & Communication Engineering (Shift II)	Home State	OPNOHS	314064	353062
178	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Electronics & Communication Engineering (Shift II)	Other State	OPDFOS	191061	191061
179	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Electronics & Communication Engineering (Shift II)	Other State	OPNOOS	129000	141461
180	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Electronics & Communication Engineering (Shift II)	Other State	SCNOOS	468504	468504
181	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Information Technology (Shift I)	Home State	OPDFHS	495351	798123
182	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Information Technology (Shift I)	Home State	OPNOHS	192317	320284
183	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Information Technology (Shift I)	Home State	SCNOHS	803267	1424173
184	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Information Technology (Shift I)	Other State	OPDFOS	135948	135948
185	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Information Technology (Shift I)	Other State	OPNOOS	106744	132141
186	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Information Technology (Shift I)	Other State	SCNOOS	403450	453858
187	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Information Technology (Shift II)	Home State	OPDFHS	945117	1019755
188	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Information Technology (Shift II)	Home State	OPNOHS	283732	324360
189	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Information Technology (Shift II)	Other State	OPNOOS	125154	134407
190	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Information Technology (Shift II)	Other State	SCNOOS	456847	456847
191	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Mechanical Engineering	Home State	OPDFHS	1033304	1033304
192	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Mechanical Engineering	Home State	OPNOHS	254736	381617
193	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Mechanical Engineering	Home State	SCNOHS	754978	920698
194	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Mechanical Engineering	Other State	OPNOOS	143731	151329
195	Round 2	Dr. Akhilesh Das Gupta Institute of Professional Studies ( formerly Dr. Akhilesh Das Gupta Institute of Technology & Management), FC-26, Shastri Park, New Delhi - 110053	Mechanical Engineering	Other State	SCNOOS	465371	465371
196	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Artificial Intelligence & Data Science	Home State	OPNOHS	340574	1075502
197	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Artificial Intelligence & Data Science	Other State	OPNOOS	223540	230365
198	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Artificial Intelligence & Data Science	Other State	SCNOOS	605346	605346
199	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	B.Tech. (3D Modelling & Animation)	Home State	OPNOHS	156391	1302718
200	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	B.Tech. (3D Modelling & Animation)	Other State	OPNOOS	210401	235653
201	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	B.Tech. (3D Modelling & Animation)	Other State	SCNOOS	734179	734179
202	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	B.Tech. (Architecture & interior Decoration)	Home State	OPNOHS	788517	1363887
203	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	B.Tech. (Architecture & interior Decoration)	Other State	OPNOOS	236284	238613
204	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	B.Tech. (Nanoscience & Technology)	Home State	OPNOHS	758189	1259820
205	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	B.Tech. (Nanoscience & Technology)	Other State	OPNOOS	227033	235762
206	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	B.Tech. (Robotics & Artificial Intelligence)	Home State	OPNOHS	320765	1058335
207	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	B.Tech. (Robotics & Artificial Intelligence)	Other State	OPNOOS	193826	221148
208	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	B.Tech. (Robotics & Artificial Intelligence)	Other State	SCNOOS	647846	647846
209	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	B.Tech. CSE (IOT) & CS including Blockchain Technology	Home State	OPNOHS	203847	1057738
210	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	B.Tech. CSE (IOT) & CS including Blockchain Technology	Other State	OPNOOS	197206	221022
211	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	B.Tech. CSE (IOT) & CS including Blockchain Technology	Other State	SCNOOS	697793	697793
212	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Civil Engineering	Home State	OPNOHS	703834	941702
213	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Civil Engineering	Home State	SCNOHS	1106927	1106927
214	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Civil Engineering	Other State	OPNOOS	197254	217739
215	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Computer Science & Engineering	Home State	OPNOHS	332718	923009
216	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Computer Science & Engineering	Home State	SCNOHS	1026820	1026820
217	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Computer Science & Engineering	Other State	OPDFOS	269101	269101
218	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Computer Science & Engineering	Other State	OPNOOS	154404	210333
219	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Computer Science & Engineering	Other State	SCNOOS	376745	686731
220	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	CSE (Cyber Security)	Home State	OPNOHS	379964	989567
221	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	CSE (Cyber Security)	Other State	OPNOOS	210586	218774
222	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	CSE (Cyber Security)	Other State	SCNOOS	469132	469132
223	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	CSE- AIML	All India	NOJNAI	577176	1159445
224	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	CSE- AIML	Home State	OPNOHS	361521	852685
225	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	CSE- AIML	Home State	SCNOHS	1260191	1260191
226	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	CSE- AIML	Other State	OPNOOS	173367	212441
227	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	CSE- AIML	Other State	SCNOOS	658476	658476
228	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	CSE- DS	Home State	OPNOHS	452889	1008426
229	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	CSE- DS	Other State	OPNOOS	167153	216444
230	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	CSE- DS	Other State	SCNOOS	545586	545586
231	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Electronics & Communication Engineering	Home State	OPNOHS	340304	951707
232	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Electronics & Communication Engineering	Other State	OPNOOS	187693	218894
233	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Mechanical Engineering	Home State	OPNOHS	467373	965052
234	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Mechanical Engineering	Other State	OPNOOS	225116	225832
235	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Mechatronics	Home State	OPNOHS	465684	1171447
236	Round 2	Echelon Institute of Technology, Village Kabulpur, Kheri-Manjhawali Road, Nahar Paar Faridabad, Haryana-121101. (Jain Minority)	Mechatronics	Other State	OPNOOS	228724	234351
237	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Artificial Intelligence & Machine Learning	Home State	OPNOHS	307732	528564
238	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Artificial Intelligence & Machine Learning	Other State	OPNOOS	188028	197218
239	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Artificial Intelligence & Machine Learning	Other State	SCNOOS	626690	626690
240	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Computer Science & Engineering	Home State	OPDFHS	677407	872394
241	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Computer Science & Engineering	Home State	OPNOHS	245146	475413
242	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Computer Science & Engineering	Other State	OPNOOS	151816	197091
243	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Computer Science & Engineering	Other State	SCNOOS	542384	542384
244	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Electronics & Communication Engineering	Home State	OPDFHS	986982	986982
245	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Electronics & Communication Engineering	Home State	OPNOHS	402351	724405
246	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Electronics & Communication Engineering	Other State	OPNOOS	215420	236520
247	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Electronics & Communication Engineering	Other State	SCNOOS	624949	624949
248	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Information Technology	Home State	OPDFHS	901188	637481
249	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Information Technology	Home State	OPNOHS	314560	585013
250	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Information Technology	Other State	OPDFOS	233033	233033
251	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Information Technology	Other State	OPNOOS	166965	201397
252	Round 2	Fairfield Institute of Management & Technology, Plot No. 1037/1, Kapashera, New Delhi - 110037	Information Technology	Other State	SCNOOS	681581	681581
253	Round 2	Greater Noida Institute of Technology	Artificial Intelligence & Machine Learning	Home State	OPNOHS	242417	629430
254	Round 2	Greater Noida Institute of Technology	Artificial Intelligence & Machine Learning	Home State	SCNOHS	1216621	1216621
255	Round 2	Greater Noida Institute of Technology	Artificial Intelligence & Machine Learning	Other State	OPNOOS	112933	175381
256	Round 2	Greater Noida Institute of Technology	Artificial Intelligence & Machine Learning	Other State	SCNOOS	531192	531192
257	Round 2	Greater Noida Institute of Technology	Computer Science & Engineering	Home State	OPDFHS	1124499	1124499
258	Round 2	Greater Noida Institute of Technology	Computer Science & Engineering	Home State	OPNOHS	219886	605091
259	Round 2	Greater Noida Institute of Technology	Computer Science & Engineering	Home State	SCNOHS	767697	767697
260	Round 2	Greater Noida Institute of Technology	Computer Science & Engineering	Other State	OPDFOS	196633	196633
261	Round 2	Greater Noida Institute of Technology	Computer Science & Engineering	Other State	OPNOOS	76781	164697
262	Round 2	Greater Noida Institute of Technology	Computer Science & Engineering	Other State	SCNOOS	492163	526589
263	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift I)	All India	NOKMAI	228906	228906
264	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift I)	All India	NOSMAI	109006	684788
265	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift I)	Home State	OPDFHS	344362	353117
266	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift I)	Home State	OPNOHS	113180	201756
267	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift I)	Home State	SCNOHS	644997	905055
268	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift I)	Other State	OPNOOS	57228	82410
269	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift I)	Other State	SCNOOS	338187	338187
270	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift II)	All India	NOSMAI	282937	950794
271	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift II)	Home State	OPDFHS	357325	357325
272	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift II)	Home State	OPNOHS	141880	205714
273	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift II)	Home State	SCNOHS	771927	1091803
274	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Computer Science & Engineering (Shift II)	Other State	OPNOOS	84733	86027
275	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- AIML	All India	NOSMAI	164156	598056
276	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- AIML	Home State	OPNOHS	162240	199392
277	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- AIML	Home State	SCNOHS	460429	732808
278	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- AIML	Other State	OPNOOS	80097	88334
279	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- DS	All India	NOSMAI	188556	1049530
280	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- DS	Home State	OPNOHS	139027	211218
281	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- DS	Home State	SCNOHS	521436	996026
282	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	CSE- DS	Other State	OPNOOS	90928	91345
283	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Electronics & Communication Engineering	All India	NOSMAI	439028	1386907
284	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Electronics & Communication Engineering	Home State	OPDFHS	568549	568549
285	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Electronics & Communication Engineering	Home State	OPNOHS	218908	280353
286	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Electronics & Communication Engineering	Other State	OPNOOS	99005	109673
287	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Electronics & Communication Engineering	Other State	SCNOOS	399211	399211
288	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift I)	All India	NOSMAI	379624	1435031
289	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift I)	Home State	OPDFHS	363157	374061
290	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift I)	Home State	OPNOHS	187584	232502
291	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift I)	Home State	SCNOHS	926051	1326802
292	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift I)	Other State	OPNOOS	90796	95094
293	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift I)	Other State	SCNOOS	343037	343037
294	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift II)	All India	NOSMAI	881294	1394955
295	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift II)	Home State	OPDFHS	406879	406879
296	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift II)	Home State	OPNOHS	221922	239380
297	Round 2	Guru Teg Bahadur Institute of Technology, (Sikh Minority Institute)	Information Technology (Shift II)	Other State	OPNOOS	96053	96509
298	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Computer Science & Engineering	Home State	OPDFHS	348168	463596
299	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Computer Science & Engineering	Home State	OPNOHS	155953	270994
300	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Computer Science & Engineering	Home State	SCNOHS	705826	1372630
301	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Computer Science & Engineering	Other State	OPDFOS	134490	134490
302	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Computer Science & Engineering	Other State	OPNOOS	81636	103805
303	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Computer Science & Engineering	Other State	SCNOOS	344672	374133
304	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	Computer Science & Engineering	Other State	STNOOS	1146753	1146753
305	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	CSE (Data Science)	Home State	OPDFHS	523143	523143
306	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	CSE (Data Science)	Home State	OPNOHS	187691	291773
307	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	CSE (Data Science)	Home State	SCNOHS	1194278	1309403
308	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	CSE (Data Science)	Other State	OPNOOS	110456	115915
309	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	CSE (Data Science)	Other State	SCNOOS	412934	412934
310	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	CSE- AIML	All India	NOKMAI	275822	275822
311	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	CSE- AIML	Home State	OPDFHS	373024	539514
312	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	CSE- AIML	Home State	OPNOHS	151774	280537
313	Round 2	Guru Tegh Bahadur 4th Centenary Engineering College, G-8 Area, Rajouri Garden, New Delhi-110064	CSE- AIML	Home State	SCNOHS	825485	1276932
